112	is there a identd-like package in ubuntu that supports ipv6 ?	of those identd daemons available in ubuntu 10.04 , can any of them be made to work with ipv6 ? if so , a nudge in the right direction regarding how to configure the ipv6 support would be nice .
116	how do i get and install more themes , icons , and pointers ?	i 've downloaded some nice themes , icon packages , and pointers from sites like gnome-look . now what do i do ? where else can i get these kinds of things ?
120	how do i avoid the `` s to skip '' message on boot ?	after upgrading my laptop from karmic to lucid , my fat32 partition wo n't mount automatically . i get the message : the disk drive for /osshare is not ready yet or not present continue to wait ; or press s to skip mounting or m for manual recovery funny thing is , if i skip , then /osshare/ is mounted once i log in . i 've a similar setup on my desktop , and it works fine . fstab on desktop : uuid=4663-6853 /osshare vfat utf8 , umask=007 , gid=46 0 1 /etc/fstab on laptop : uuid=1234-5678 /osshare vfat utf8 , auto , rw , user 0 0
127	how do i get involved with testing and qa with ubuntu ?	i 'd like to get involved with ubuntu qa by creating automated tests . is there an ongoing effort to create these tests ? where can i learn more ?
128	what are the multi-touch netbooks/tablets that work with ubuntu ?	i will be going to university soon and am looking for a tablet/netbook on which i can use a stylus to write notes ( chinese characters mostly ) . i have only found 2 netbooks ( with swivel screens and full keyboards ) that might work for me . one is the asus eee pc t101mt , and the other is a gigabyte touchnote . does anyone know of tablets ( keyboardless ) that ubuntu fully works on ?
131	which computers are guaranteed to work ?	before i buy my next laptop , i 'd like to make sure that it will work perfectly with ubuntu . is there a list of completely supported computers anywhere ?
134	how do i create a desktop wallpaper slideshow ?	how do i create a desktop wallpaper slideshow with my own set of images ? with the images coming from a pictures folder , or pre-selected with the images displayed in order , or randomly with the images changing every few minutes , or after random periods of time
142	is there a paint.net alternative ?	does anyone know of a simple image editor , with functionality comparable to paint.net , for ubuntu ? i 've always found gimp to be overkill and too complicated for what i want to do .
152	is there split pane support in gedit ?	i know some other text editors like notepad++ enable split pane to edit to files side by side . is there any way i can add this functionality to gedit ?
154	is there a gnome applet for imap mail accounts ?	in the spirit of this question : is there an applet that will notify me of new messages in an imap mail account . ( not a gmail account )
158	is there a simple guide for how to set up a demo cloud ?	i would like to be able to demo a uec cloud at a presentation . is there a simple guide regarding the hardware i need , and how i need to configure the uec in order to create a nice presentation ?
164	how can i tell , from the command line , whether the machine requires a reboot ?	when you install certain updates ( e.g . a new kernel ) in ubuntu desktop , you get an indication that a reboot is required ( in lucid , the logout icon turns red ) . how can i check , from the command line , whether an ubuntu server requires a reboot ? i could grep for 'system restart required ' in /etc/motd , but i 'd like a solution that 's more elegant . also , i want a solution that works in older releases , e.g . hardy ( 8.04 lts ) .
167	how do i put a package into the ubuntu repositories ?	i 've created a python application for ubuntu . how do i package it and submit it for possible inclusion in the universe repository ?
174	where can i find f # packages ?	i 'm currently install f # manually by downloading the binary distribution from microsoft , downloading the mono key , running the mono installer , then fiddling with my path . is there a ppa with f # packages that can make my life easier ?
181	how to burn a dual layer dvd iso from the command line	how do you burn a dvd-dl iso from the command line ?
182	firmware update for ipod touch ( iphone ) ?	i need to update firmware of my ipodtouch ( iphone ) in ubuntu and as i have jailbroken ipod touch i need itunes to install apps , but unfortunately have n't found any ways to do that in ubuntu yet . i know that it is possible to use virtualbox or wine , but still in the most of the times itunes does n't want to work on wine and for virtualbox i need to install again that windows from which i switched into ubuntu just a few months ago and do n't want to go back to it . what do linux users who have ipod touch ( iphone ) do in this case ? any suggestions to solve the problem will be pleased . and finally , how long will it be before apple develops itunes for linux os ? thanks a lot .
193	how can i change the login screen theme in gdm ?	how can i change the login screen theme ? is there a graphical way or no ?
194	how can i install just security updates from the command line ?	sudo apt-get upgrade installs all updates , not just security updates . i know that i can use update manager to select only important security updates , but is there a way to do this from the command line ?
198	what video players do you recommend ?	what video players do you recommend for ubuntu . is there any video player that supports good playback of 720p videos in oldish hardware ?
205	where can i find documentation on the /etc/environment file format ?	from system-wide environment variables : /etc/environment - this file is specifically meant for system-wide environment variable settings . it is not a script file , but rather consists of assignment expressions , one per line . specifically , this file stores the system-wide locale and path settings . i 'm looking for an abnf and/or a more detailed description of behaviour , or anything that is n't forum hearsay really . if it 's on google , it 's eluding me .
209	what are the advantages and disadvantages of different docks ?	for example : avant window navigator , docky , dockbarx and cairo dock .
212	where can i find the brother hl-2170w 64-bit printer driver ?	i 'm looking to install drivers for my `` brother hl-2170w '' network printer . i ca n't seem to find the correct driver on the brother site . any help would be appreciated . i 'm running on ubuntu 10.04.1 lts x86_64 .
218	command to list services that start on startup ?	is there a command to list services that run on startup ? i imagine it would involve parsing /etc/init.d/ , and the various /etc/rc . * directories .
219	under what license is ubuntu ? can it be legally modified and distributed ?	what license does ubuntu fall into ( gpl , mit , a mix ) ? would it be legal to modify it and redistribute my modified version ?
221	how to force installation of kernel updates when using apt-get upgrade ?	to update my server i use apt-get upgrade . but when there are kernel updates i always need to do apt-get install linux- ... . because apt-get update does not install them . is there a way i can tell it to install those too ? i tried -f but it does not work .
224	how to i move mysql data files onto different partition ?	i have my hard drive partitioned with two partitions , so i can easily re-install ubuntu and try out different versions without losing my home directory data . it is setup like this : 20gb - > / ( root ) 180gb - > /home i do a lot of development work , so i have my /var/www folder symlinking to /home/valorin/workspace . but i want to do this with my mysql data files as well , as i am getting annoyed that each time i reinstall my machine i need to do a full sqldump and then restore all the db 's before i can do more work . what is the best way to do this without breaking mysql ?
226	what does the ubuntu firefox modifications extension to firefox do ?	i 'm presently running firefox 3.6.8 on ubuntu 9.04 . my firefox extensions include ubuntu firefox modifications 0.9rc2 . i 've upgraded firefox on this install a few times ; as far as i can recall , some version of this extension was present when i initially installed ubuntu 9.04 . i have disabled it , mostly because i did n't know what it provided me , nor was i able to find out when i tried a bit . what does the extension do ?
228	how to set ubuntu to synchronize my clock with a time server ?	i would like ubuntu to automatically synchronize my system clock with a timeserver at startup . however , my pc is n't connected to the internet until after i 've logged in ( plus 5 - 10 seconds for good measure ) . how can i set it to do this ?
230	install adblock using synaptic or through firefox 's addons menu ?	i want to install adblock for firefox and i see it is in synaptic . should i install it with synaptic or the regular way with the firefox add-on manager ? does it make any differences at all ?
244	what should i set the dpi to for my 13 '' macbook pro ?	i have installed ubuntu on my new 13.3 inch 1280x800 macbook pro . it works great , but the fonts are kinda differently sized from the mac programs , and i am wondering if i need to change the dpi . looking at the apple site does n't tell me the dpi that this computer is .
247	what 's your recommendation on drive partitioning schemes for a desktop and home server ?	what partitioning scheme do you recommend for a desktop ? i 've always created three or four primary partitions -- root , swap , home , and sometimes a separate boot partition . ubuntu 's default install offers lvms . i 've never had to add additional drives or space , so it never seemed like a big deal . whenever i do a fresh install , though , i always think there might be a better way .
248	how can i show or hide boot messages when ubuntu starts ?	is there a way to easily turn on/off showing the boot messages ( loading the services ) when ubuntu starts ? is it something in grub2 ? i am running lucid .
249	how can i sync music with my iphone 3g ?	what is the best way to sync music with my iphone 3g ?
253	is there a working upnp client/server combo ?	i have videos stored on one machine ; i 'd like to watch them on another machine . both are running ubuntu 10.04 64-bit . so far i 've tried mediatomb , mythtv , and python-coherence . none of the clients seem to see the servers and i definitely have connectivity between the client and server machines ( so it 's not a network issue ) .
256	does ubuntu have support for the trim command for use with ssd ?	ssd drives need to be `` cleared/reset '' after the drive fills up to maintain performance . this is done through the trim command for new ssd drives . does ubuntu support the trim command ( through hdparm etc ) for clearing/resetting of these drives ?
261	how are applications selected as defaults ?	whenever i install ubuntu there are certain applications i automatically install , instead of using ubuntu 's default ( vlc comes to mind ) . my question is about how some software is chosen over others to a . is it by the community ? is there a committee ?
270	how do i get a patch applied to a package , when the upstream maintainer does not seem active ?	i know of bugs where there is a fix available , which has been posted upstream . however , the upstream maintainer has n't responded to the patch , or applied it to the project 's source code . would it be suitable to submit the fix for inclusion in ubuntu , and if so , would i go about doing this ?
276	why does my kubuntu session take considerable time before responding after resume ?	i have a dell xps m1330 running kubuntu 10.04 . when i resume from suspend , i get the blank lockscreen i set up , but i ca n't move my mouse , it 's in the upper left hand corner of the screen . the computer takes some time , some toaster notifications flash ( above the screensaver for a second , then hiding ) i hear the `` welcome back '' tones . i can move my mouse and log in . this whole process can take anywhere between 15 and 45 seconds . is there a way to figure out what is causing this delay , and to hopefully resolve it ?
277	how can i save my favourites in knr search and launch page ?	using lucid kubunu network release , every time i reboot some of my favourites are missing . do i have to log out in order to save them ? how can i do that without logging out ?
278	how do i access an encrypted home folder from a dual-boot machine ?	( this might not be an ubuntu-specific question ? ) when i installed 9.10 , i opted to encrypt my home folder using ecryptfs , but then i discovered this locked me out of my ext3 partition when i tried to access it from windows on my dual-boot machine ( using some free ext2/3 driver that i got somewhere , not even sure which one ) . is there a way to mount an encrypted home folder in windows ?
279	what guidelines should one follow when customizing their install in order to maintain an upgrade path ?	in the past , i 've gone hog wild customizing my ubuntu installation , only to be unable to upgrade it once the time came . so how does one go about customizing their install without running into issues upgrading ? is it possible to do so without relying solely on the ubuntu repositories for software ?
280	help getting the flash player working on second screen ?	i have a dual screen setup . i have a notebook lcd and a 17 '' monitor plugged into the vga port on the notebook . i have a geforce 8400m gs video card with the nvidia 195.36.24 kernel module installed . i also have compiz installed and enabled . here is the problem : when i try to view a webpage that uses the flash player , the control is empty . for controls that play sound , i can actually hear the sound , but i ca n't see anything . it works fine on the primary ( lcd ) monitor . oh , and i 'm using ubuntu 10.04 64-bit .
282	netbook edition battery life - ubuntu vs. kubuntu ?	i 've been running unr on my eee 1000 pretty much since it came out over a year ago ( i was using easy-peasy before that ) , but i 'm curious about the new kubuntu netbook edition . ultimately , kde is better looking , and has some really friendly software , but i 'm worried about performance - that display has got to be a processor hog ( and by association , battery ! ) , no ? how much does kubuntu netbook edition impact battery life ?
283	does installing packages manually with dpkg prevent a future upgrade path ?	i manage a private network which has no internet connectivity due to the security policy of the customer . this network has a single ubuntu 10.04 lts server installation ( soon to be several more ) and i 've been trying to customise it with software - however , i 'm having to manually install packages with dpkg because of the lack of internet connectivity . does this prevent me from upgrading to a newer version of ubuntu server ( lts ) when it becomes available , since the packags i 've installed are n't ont he current distribution cd , they 're unlikely to be on the newer releases also .
287	panel applet to show current network traffic in text ?	i 'm using the system monitor panel applet to show me graphs of current ram usage and network traffic . however , i want something like istat menu 's text version of this . if i hover over my current app , it shows that instant 's traffic , but does not update . is there something that will display a number ( not graph ) of real-time network traffic ?
292	how do i get vim to keep its undo history ?	if i 'm editing two files with vim , changing to the other file ( : bnext , : bprev ) seems to drop the undo history from the open file - hitting the ' u ' key reports `` already at oldest change '' . for example : vim testfile1 testfile2 add some stuff to testfile1 : w : bn : bp u eep ! ca n't undo ! is there any way to keep this history for non-visible buffers ?
297	backup bash script is not gzipping its tarball	i have a bash script that runs as a cron to backup files on the server . # ! /bin/bash file=/path/to/backup_ $ ( date + % y % m % d ) .tar tar -cf $ file /backup/this /and/that /and/someotherfiles gzip $ file when i run the script directly using : sudo bash ./backup-files.sh it gzips the file , but last night when the cron ran it left it as a tar . would the cron have saved a log somewhere that 'd point to why this may be the case ?
304	photo management with video support	f-spot is great , but does not have video support . picasa is arguably even better , but although mov support is possible , avi and mpeg support is unavailable . is there a photo management app that can also work with videos ? thanks
305	why was f-spot replaced with shotwell in ubuntu 10.10 ?	what are the advantages of using shotwell ? what are the disadvantages ?
307	how can ppas be removed ?	i 've added many ppas using the add-apt-repository command . is there a simple way to remove these ppas ? i 've checked in /etc/apt/sources.list for the appropriate deb lines but they are n't there . this is on a server system so a command line solution would be great !
312	upgrading ubuntu server 9.10 to 10.04	a quick google found this page about how to upgrade but my question is how do i make sure all configurations remain intact ( samba , apache , svn ) and also , is it worth it to upgrade ? will 9.10 continue to have bugfixes/security updates and the like released to it via the package managers ?
315	is there something like trixbox ce for ubuntu server ?	in an effort to keep things consistent , i 've been slowly but surely replacing centos and *bsd servers with ubuntu lucid . i 've come across a few that i 'll have problems migrating , in particular several trixbox ce servers that are based on centos . we 'd like to bring everything we have under one management roof , either by using landscape or something similar that we nail together in house . is there something like trixbox that will work on ubuntu ? either asterisk or freeswitch , preferably pre-packaged by a vendor in .deb format ? i dug through launchpad ppa 's in hopes of finding a port of either , but i did not find anything . any suggestions ?
320	how do i create my own php 5.3.3 package/ppa ?	i really would like to create a package for php 5.3.3 and then make a ppa for it ( i would like the php-fpm support but inside the newest release ) , however this question goes further than this . i would like to be hand walked through the whole process of compiling and packaging for ubuntu as i do have an intrest in the whole motu project but i feel a little bit out of my depth at the moment .
324	strange behavior of flash in google chrome	i have the last version of chrome 5.0.xx . and my ubuntu is also of the last version 10.04 . what i usually do is to open two instances of chrome and divide the screen into two parts . in one part my son watches cartoons in youtube and in the other part i just read some news . so , sometimes , when i close some pages of the news i have being read the video which was being played in youtube crashes and immediately stops . i need to refresh youtube page and see the video again . what is the problem ? how to solve it
326	is it safe to remove completely keyrings from ubuntu ?	to be honest i did n't like how keyrings work in ubuntu and removed them completely . is my action safe and wo n't it harm any part of the system ?
327	what do windows ' users like most after migrating into ubuntu ?	this question is not deleted because it has historical significance , but it is not considered a good , on-topic question for this site , so please do not use it as evidence that you can ask similar questions here . more information : http : //askubuntu.com/faq the title says for itself . there are a lot of interesting new features in ubuntu . for example , after migrating into ubuntu the most interesting feature for me was centralized application installation via synaptic ( users do not need to search for an application , download it from somewhere , install it , and if it is pirated software to search keygens and stuffs like that ) . what else could be added to the list ?
339	how can i install a package without root access ?	i have no root access on this machine . i would like to know if there is a way i can download ubuntu packages and install them as non-root ? probably in my ~/bin or ~/usr/share or something like that ? would that work ?
343	alternative for mac os x automator ?	i once tested mac os x and something that called my atention was automator , a software to visually create scripts to automatize tasks on the desktop . is there any linux alternative for this software ?
348	how do i install pyjamas ?	when ubuntu 10.4 was in alpha stage , there was pyjamas package , which did n't work . i posted a bug on launchpad and the only resolution , was removing this package altogether . does anyone know , how to easily install pyjamas on ubuntu 10.4 ? i tried downloading debs from debian repositories , but there were some broken dependencies .
352	what is the best remote desktop tool to connect to windows from ubuntu ?	i 've used rdesktop in the past . is there something better ?
